,compound_id,target_id,standard_type,standard_relation,standard_value,standard_units
2640735,CHEMBL384164,P31391,KD,>,1000.0,NM
2640736,CHEMBL384164,P30874,KD,=,13.17,NM
2640737,CHEMBL384164,P30872,KD,>,1000.0,NM
2641069,CHEMBL1651675,P42227,KD,=,39000.0,NM
2641132,CHEMBL427606,P79218,KD,=,128.82,NM
2641133,CHEMBL427606,P51144,KD,=,4.07,NM
2641402,CHEMBL1254845,P17931,KD,>,5000000.0,NM
2641404,CHEMBL1254845,O00182,KD,=,1600000.0,NM
2641562,CHEMBL2369643,"P48974, Q00788, P30560",KD,=,7.76,NM
2641563,CHEMBL2369643,"P48974, Q00788, P30560",KD,=,12.88,NM
2641675,CHEMBL3425860,O14976,KD,=,200.0,NM
2641736,CHEMBL434915,P04271,KD,=,4500.0,NM
2642032,CHEMBL306807,P31389,KD,=,63.1,NM
2643174,CHEMBL2315055,P35375,KD,=,40.7,NM
2643175,CHEMBL2315055,P35375,KD,=,40.74,NM
2643252,CHEMBL1672071,Q07820,KD,=,323.59,NM
2643256,CHEMBL1672071,P10415,KD,=,758.58,NM
2643311,CHEMBL2148120,P00519,KD,=,1.2,NM
2643312,CHEMBL2148120,P00519,KD,=,1.8,NM
2643313,CHEMBL2148120,P00519,KD,=,2.3,NM
2643314,CHEMBL2148120,P00519,KD,=,2.9,NM
2643315,CHEMBL2148120,P00519,KD,=,3.3,NM
2643316,CHEMBL2148120,P00519,KD,=,3.4,NM
2643317,CHEMBL2148120,P00519,KD,=,5.6,NM
2643318,CHEMBL2148120,P00519,KD,=,7.7,NM
2643319,CHEMBL2148120,P00519,KD,=,9.5,NM
2643320,CHEMBL2148120,P00519,KD,=,13.0,NM
2643321,CHEMBL2148120,P00519,KD,=,31.0,NM
2643322,CHEMBL2148120,P00519,KD,=,32.0,NM
2643323,CHEMBL2148120,P00519,KD,=,34.0,NM
2643324,CHEMBL2148120,P00519,KD,=,36.0,NM
2643325,CHEMBL2148120,P00519,KD,=,57.0,NM
2643326,CHEMBL2148120,P00519,KD,=,58.0,NM
2643327,CHEMBL2148120,P00519,KD,=,74.0,NM
2643328,CHEMBL2148120,P00519,KD,=,100.0,NM
2643329,CHEMBL2148120,P00519,KD,=,150.0,NM
2643330,CHEMBL2148120,P00519,KD,=,250.0,NM
2643331,CHEMBL2148120,P00519,KD,=,840.0,NM
2644245,CHEMBL3669557,O43613,KD,=,84.0,NM
2644246,CHEMBL3669557,O43613,KD,=,939.0,NM
2644632,CHEMBL1836339,P20916,KD,=,1200.0,NM
2644910,CHEMBL3356114,P28482,KD,=,1060.0,NM
2644911,CHEMBL3356114,P28482,KD,=,1900.0,NM
2645010,CHEMBL3249557,"P25095, P35351, P29089",KD,=,39.81,NM
2645095,CHEMBL174607,P26684,KD,=,70.79,NM
2645148,CHEMBL80094,P42345,KD,>,10000000.0,NM
2645610,CHEMBL1234002,Q16539,KD,=,10.0,NM
2645611,CHEMBL1234002,P06239,KD,=,0.2,NM
2645967,CHEMBL1898239,Q9H2K2,KD,=,28.0,NM
2645976,CHEMBL1898239,O95271,KD,=,79.0,NM
2646988,CHEMBL1774386,P35462,KD,=,0.03,NM
2646989,CHEMBL1774386,P35462,KD,=,0.04,NM
2646998,CHEMBL1774386,P14416,KD,=,0.03,NM
2647081,CHEMBL383292,O70212,KD,>,1000000.0,NM
2647980,CHEMBL351402,Q13698,KD,=,15000.0,NM
2649204,CHEMBL503730,P55899,KD,=,4600.0,NM
2649686,CHEMBL302150,Q63931,KD,=,79.43,NM
2649756,CHEMBL540651,Q64077,KD,=,630.96,NM
2650024,CHEMBL7332,"P13945, P08588, P07550",KD,=,158.49,NM
2650025,CHEMBL7332,"P13945, P08588, P07550",KD,=,158.49,NM
2650543,CHEMBL397176,P97266,KD,=,85.11,NM
2650548,CHEMBL397176,P32300,KD,=,741.31,NM
2650693,CHEMBL576673,P21554,KD,=,12.59,NM
2651045,CHEMBL1834041,P15056,KD,=,20000.0,NM
2651253,CHEMBL495121,P30542,KD,=,1.2,NM
2651254,CHEMBL495121,P30542,KD,=,1.7,NM
2651417,CHEMBL271044,P29401,KD,=,34.0,NM
2652387,CHEMBL324659,P19754,KD,=,82.0,NM
2652388,CHEMBL324659,P11166,KD,=,400.0,NM
2652649,CHEMBL1697793,P06211,KD,=,3000.0,NM
2652860,CHEMBL13820,B0BL08,KD,=,0.29,
2653057,CHEMBL232303,P97266,KD,=,58.88,NM
2653062,CHEMBL232303,P32300,KD,=,147.91,NM
2653195,CHEMBL2058859,P34976,KD,=,4.79,NM
2653230,CHEMBL2425157,Q05397,KD,=,3100.0,NM
2653617,CHEMBL280810,"P23944, P43140, P15823",KD,=,28840.32,NM
2653618,CHEMBL280810,"P22909, P19328, P22086",KD,=,245.47,NM
2653619,CHEMBL280810,"P22909, P19328, P22086",KD,=,645.65,NM
2653633,CHEMBL7336,"P13945, P08588, P07550",KD,=,5011.87,NM
2653841,CHEMBL487938,P00921,KD,=,0.2,NM
2654853,CHEMBL85595,"P50052, P30556",KD,=,2.0,NM
2654855,CHEMBL85595,P30556,KD,=,2.0,NM
2656512,CHEMBL1822489,Q9UQB9,KD,=,80.0,NM
2656514,CHEMBL1822489,Q96GD4,KD,=,16.0,NM
2656515,CHEMBL1822489,O14965,KD,=,10.0,NM
2656606,CHEMBL1494030,P43490,KD,=,5200.0,NM
2658737,CHEMBL1213161,P29994,KD,=,0.33,NM
2658738,CHEMBL1213161,P29994,KD,=,2.81,NM
2658739,CHEMBL1213161,P29994,KD,=,7.82,NM
2659188,CHEMBL32800,P07550,KD,=,100.0,NM
2659190,CHEMBL32800,P07550,KD,=,139.0,NM
2660612,CHEMBL29197,P29323,KD,=,8100.0,NM
2660786,CHEMBL251301,P30680,KD,=,43651.58,NM
2660787,CHEMBL251301,P28646,KD,=,10471.29,NM
2662717,CHEMBL309742,"P08514, P05106",KD,=,6.4,NM
2663644,CHEMBL3091941,P11142,KD,=,2000.0,NM
2663668,CHEMBL2311961,Q99814,KD,=,3000.0,NM
2664794,CHEMBL27355,"P23944, P43140, P15823",KD,>,100000.0,NM
2664795,CHEMBL27355,"P22909, P19328, P22086",KD,=,1819.7,NM
2664823,CHEMBL3577988,P56450,KD,=,158.49,NM
2664944,CHEMBL50913,P06239,KD,=,5000.0,NM
2664945,CHEMBL50913,P06239,KD,=,5000.0,NM
2665525,CHEMBL1203110,"P35348, P35368, P25100",KD,=,26.92,NM
2665527,CHEMBL1203110,"P13945, P08588, P07550",KD,=,199.53,NM
2665752,CHEMBL196143,P25021,KD,=,251.19,NM
2665811,CHEMBL340315,"P50052, P30556",KD,=,3.98,NM
2665812,CHEMBL340315,P34976,KD,=,3.98,NM
2666032,CHEMBL3310671,P14625,KD,=,820.0,NM
2666154,CHEMBL56778,P21731,KD,=,15.5,NM
2666156,CHEMBL58332,P21731,KD,=,15.5,NM
2666158,CHEMBL59547,P21731,KD,=,51.6,NM
2666654,CHEMBL1075943,Q99816,KD,>,500000.0,NM
2666831,CHEMBL251111,P30680,KD,=,2041.74,NM
2666832,CHEMBL251111,P28646,KD,=,489.78,NM
2666971,CHEMBL415010,"P26684, P21451",KD,=,14.45,NM
2667511,CHEMBL156903,P13631,KD,=,42.0,NM
2667512,CHEMBL156903,P10826,KD,=,33.0,NM
2667513,CHEMBL156903,P10276,KD,=,147.0,NM
2667711,CHEMBL45927,"P50052, P30556",KD,=,0.513,NM
2667712,CHEMBL45927,P30556,KD,=,0.501,NM
2668081,CHEMBL504003,P55899,KD,=,73.0,NM
2668082,CHEMBL504003,P55899,KD,=,74.0,NM
2668176,CHEMBL3103890,P96884,KD,=,0.23,NM
2668706,CHEMBL65459,P18031,KD,=,100000.0,NM
2668707,CHEMBL65459,P18031,KD,=,124000.0,NM
2668709,CHEMBL65459,P18031,KD,=,100000.0,NM
2669253,CHEMBL1751,P51449,KD,=,109.0,NM
2669923,CHEMBL3669121,P63085,KD,=,1900.0,NM
2669924,CHEMBL3669121,P63085,KD,=,2400.0,NM
2669925,CHEMBL3669121,P63085,KD,=,3300.0,NM
2669926,CHEMBL3669121,P63085,KD,=,4000.0,NM
2669963,CHEMBL475535,Q9Y251,KD,>,1000000.0,NM
2670108,CHEMBL121663,P70605,KD,=,180.0,NM
2670800,CHEMBL101036,"P28564, P35563, P31388, P35364, P08909, P28565, P35365, P14842, P19327, P30994, Q62758, P30940, P32305, Q9JJ16",KD,=,7943.28,NM
2670904,CHEMBL2370367,"P25095, P35351, P29089",KD,=,1.0,NM
2670942,CHEMBL174153,Q01782,KD,=,2400.0,NM
2670943,CHEMBL174153,P07382,KD,=,1020.0,NM
2671522,CHEMBL376411,P30542,KD,=,977.24,NM
2671692,CHEMBL11219,Q8K4Z4,KD,=,251188.64,NM
2671693,CHEMBL11219,B0FL73,KD,=,93.33,NM
2672089,CHEMBL43814,"P50052, P30556",KD,=,100.0,NM
2673152,CHEMBL373263,Q9JI35,KD,=,1.58,NM
2673186,CHEMBL106848,Q8N1Q1,KD,=,1000.0,NM
2673187,CHEMBL106848,Q8N1Q1,KD,=,1400.0,NM
2673188,CHEMBL106848,P43166,KD,=,170.0,NM
2673189,CHEMBL106848,P43166,KD,=,510.0,NM
2673192,CHEMBL106848,P00918,KD,=,130.0,NM
2673193,CHEMBL106848,P00918,KD,=,330.0,NM
2673195,CHEMBL106848,P00915,KD,=,200.0,NM
2673196,CHEMBL106848,P00915,KD,=,790.0,NM
2673197,CHEMBL106848,O43570,KD,=,1500.0,NM
2673198,CHEMBL106848,O43570,KD,=,2500.0,NM
2674560,CHEMBL413098,"P50052, P30556",KD,=,125.89,NM
2674649,CHEMBL91604,P30542,KD,=,1.1,NM
2674828,CHEMBL3099755,P24941,KD,=,300.0,NM
2674829,CHEMBL3099755,P24941,KD,=,300.0,NM
2674865,CHEMBL3286929,O43924,KD,=,1.1,NM
2674868,CHEMBL3286929,O43924,KD,=,1.1,NM
2674870,CHEMBL3286892,O43924,KD,=,87.0,NM
2676448,CHEMBL356167,P25774,KD,=,0.5,NM
2677403,CHEMBL266720,"P13945, P08588, P07550",KD,>,1000.0,NM
2677806,CHEMBL3669126,P63085,KD,=,170.0,NM
2677807,CHEMBL3669126,P63085,KD,=,400.0,NM
2677808,CHEMBL3669126,P63085,KD,=,1400.0,NM
2677809,CHEMBL3669126,P63085,KD,=,10200.0,NM
2677810,CHEMBL3669126,P63085,KD,=,12000.0,NM
2678419,CHEMBL257909,Q9Y5N1,KD,=,0.0794,NM
2679055,CHEMBL165,P16083,KD,=,54.0,NM
2679186,CHEMBL165,P05979,KD,=,11700.0,NM
2679858,CHEMBL99348,P21731,KD,=,1070.0,NM
2680686,CHEMBL1202004,Q8VH26,KD,=,112.2,NM
2680691,CHEMBL1202004,P08172,KD,=,1.51,NM
2680910,CHEMBL396423,P32300,KD,=,5.89,NM
2681597,CHEMBL378189,P30411,KD,=,25.12,NM
2681729,CHEMBL330424,P26684,KD,=,630.96,NM
2682272,CHEMBL1836944,P34998,KD,=,3.0,NM
2682325,CHEMBL3091927,P11142,KD,=,2600.0,NM
2682970,CHEMBL275003,P25116,KD,=,0.44,NM
2683037,CHEMBL270332,P30989,KD,=,150.0,NM
2683174,CHEMBL101302,P28705,KD,=,332.0,NM
2683176,CHEMBL101302,P28704,KD,=,236.0,NM
2683178,CHEMBL101302,P19793,KD,=,137.0,NM
2683180,CHEMBL101302,P13631,KD,>,1000.0,NM
2683182,CHEMBL101302,P10826,KD,>,1000.0,NM
2683184,CHEMBL101302,P10276,KD,>,1000.0,NM
2683668,CHEMBL2314383,Q07820,KD,=,980.0,NM
2684790,CHEMBL1732,"P35348, P35368, P25100",KD,=,28.18,NM
2684849,CHEMBL1732,"P23944, P43140, P15823",KD,=,208.93,NM
2684853,CHEMBL1732,"P22909, P19328, P22086",KD,=,56.23,NM
2687059,CHEMBL3605996,Q9UGN5,KD,>,10000.0,NM
2687061,CHEMBL3605996,P11103,KD,=,40.0,NM
2687064,CHEMBL3605996,P09874,KD,=,42.0,NM
2687174,CHEMBL524476,P55899,KD,=,18300.0,NM
2687509,CHEMBL392285,O15392,KD,=,620.0,NM
2687801,CHEMBL287245,"P23944, P43140, P15823",KD,=,251.19,NM
2687802,CHEMBL287245,"P22909, P19328, P22086",KD,=,13.49,NM
2687902,CHEMBL250724,P30680,KD,=,2089.3,NM
2687903,CHEMBL250724,P28646,KD,=,27.54,NM
2687941,CHEMBL420791,"P23944, P43140, P15823",KD,=,724435.96,NM
2688058,CHEMBL327122,Q28044,KD,=,910.0,NM
2688059,CHEMBL327122,P25098,KD,=,30000.0,NM
2688406,CHEMBL51682,Q8VH26,KD,=,91.0,NM
2688411,CHEMBL51682,"P08173, P11229, P08912, P20309, P08172",KD,=,91.0,NM
2688696,CHEMBL2382399,P00338,KD,=,552000.0,NM
2688763,CHEMBL3236295,P27694,KD,=,2400.0,NM
2690061,CHEMBL3261116,Q16832,KD,=,424.0,NM
2691074,CHEMBL25654,"P35348, P35368, P25100",KD,>,100.0,NM
2691090,CHEMBL153377,P00918,KD,=,160.0,NM
2691938,CHEMBL257929,P29401,KD,=,310.0,NM
2693490,CHEMBL21898,P31389,KD,=,26.3,NM
2694689,CHEMBL30777,P30994,KD,=,8511.38,NM
2694690,CHEMBL30777,"P28564, P35563, P31388, P35364, P08909, P28565, P35365, P14842, P19327, P30994, Q62758, P30940, P32305, Q9JJ16",KD,=,8511.38,NM
2694851,CHEMBL2203708,P29371,KD,=,123.03,NM
2695319,CHEMBL488821,P04035,KD,=,14.0,NM
2695579,CHEMBL525624,P55899,KD,=,1200.0,NM
2695894,CHEMBL1822642,Q96GD4,KD,=,21.0,NM
2695895,CHEMBL1822642,O14965,KD,=,53.0,NM
2696241,CHEMBL3235920,P27694,KD,=,2700.0,NM
2696404,CHEMBL326624,P47747,KD,=,19952.62,NM
2696405,CHEMBL326624,P31389,KD,=,15848.93,NM
2696428,CHEMBL391106,O15392,KD,=,700.0,NM
2696660,CHEMBL624,P31389,KD,=,6.61,NM
2697195,CHEMBL2315569,Q05397,KD,=,238.0,NM
2698023,CHEMBL1087180,P01375,KD,=,8.81,NM
2698175,CHEMBL90886,"P50052, P30556",KD,=,4.17,NM
2698370,CHEMBL1200666,P11473,KD,=,0.31,NM
2698400,CHEMBL280010,"P13945, P08588, P07550",KD,=,389.05,NM
2698401,CHEMBL280010,"P13945, P08588, P07550",KD,=,549.54,NM
2698770,CHEMBL298117,P06239,KD,=,3000.0,NM
2698965,CHEMBL3654528,Q63844,KD,=,17.66,NM
2699887,CHEMBL3393117,Q7KQK5,KD,=,40000.0,NM
2700181,CHEMBL3600870,O14965,KD,=,0.73,NM
2700654,CHEMBL2110297,Q00788,KD,=,5340.0,NM
2700655,CHEMBL2110297,"P48974, P30560",KD,=,2640.0,NM
2700656,CHEMBL2110297,P30559,KD,=,1917.7,NM
2700657,CHEMBL2110163,Q00788,KD,=,2290.0,NM
2700658,CHEMBL2110163,"P48974, P30560",KD,=,17600.0,NM
2700659,CHEMBL2110163,P30559,KD,=,369.5,NM
2700932,CHEMBL329000,P10980,KD,>,100000.0,NM
2700942,CHEMBL90409,P10980,KD,>,100000.0,NM
2701339,CHEMBL241712,Q9Y5N1,KD,=,3.55,NM
2701429,CHEMBL1834389,P07900,KD,>,1000.0,NM
2701702,CHEMBL2333414,Q8N1Q1,KD,=,140.0,NM
2701703,CHEMBL2333414,P43166,KD,=,465.0,NM
2701705,CHEMBL2333414,P00918,KD,=,91.0,NM
2701706,CHEMBL2333414,P00915,KD,=,8.3,NM
2701707,CHEMBL2333414,O43570,KD,=,769.0,NM
2701759,CHEMBL100401,"P35348, P35368, P25100",KD,=,100.0,NM
2702423,CHEMBL526923,P41586,KD,=,52.48,NM
2702509,CHEMBL187542,"P20701, P05362, P05107",KD,=,630.0,NM
2703601,CHEMBL153813,P25774,KD,=,0.3,NM
2704461,CHEMBL97372,"P20237, P22300, P08220, P08219, P10064, P10063",KD,=,1.8,NM
2704707,CHEMBL174163,P21554,KD,=,2.51,NM
2704946,CHEMBL50868,Q9JI35,KD,=,47.86,NM
2705669,CHEMBL2348196,P08588,KD,=,15.85,NM
2705670,CHEMBL2348196,P07550,KD,=,1380.38,NM
2706073,CHEMBL1081346,P36888,KD,=,0.76,NM
2706292,CHEMBL82108,A3EZI9,KD,>,10000.0,NM
2706879,CHEMBL1080917,P21554,KD,=,398.11,NM
2706882,CHEMBL1080916,P21554,KD,=,1.0,NM
2706886,CHEMBL578421,P21554,KD,=,0.631,NM
2706888,CHEMBL578421,P21554,KD,=,0.631,NM
2707134,CHEMBL344878,P30994,KD,=,83.18,NM
2708748,CHEMBL536718,"P31749, Q9Y243, P31751",KD,=,17.0,NM
2708749,CHEMBL536718,"P31749, Q9Y243, P31751",KD,=,41.0,NM
2709140,CHEMBL575880,Q9JI35,KD,=,56.23,NM
2709604,CHEMBL106708,Q92934,KD,=,400000.0,NM
2709605,CHEMBL106708,Q07817,KD,=,300000.0,NM
2709606,CHEMBL106708,Q07817,KD,=,300000.0,NM
2709608,CHEMBL106708,P10415,KD,=,400000.0,NM
2709609,CHEMBL106708,P10415,KD,=,430000.0,NM
2709611,CHEMBL106708,P03120,KD,=,1500000.0,NM
2709952,CHEMBL2315558,Q05397,KD,=,57000.0,NM
2710837,CHEMBL412931,P30542,KD,=,245.47,NM
2711684,CHEMBL3220635,P47747,KD,=,478.63,NM
2711687,CHEMBL3220635,P31389,KD,=,1479.11,NM
2712145,CHEMBL489022,P62937,KD,=,79600.0,NM
2712147,CHEMBL489022,P62937,KD,=,79600.0,NM
2712492,CHEMBL410838,Q00788,KD,=,10.23,NM
2712495,CHEMBL410838,"P48974, P30560",KD,=,3.8,NM
2712781,CHEMBL37851,P06239,KD,=,1000000.0,NM
2712955,CHEMBL197040,P21554,KD,=,1.26,NM
2713248,CHEMBL1202941,P31389,KD,=,398.11,NM
2713655,CHEMBL109066,P03120,KD,>,10000000.0,NM
2713692,CHEMBL1822221,P08183,KD,=,8912.51,NM
2713863,CHEMBL328033,P30542,KD,=,0.82,NM
2713893,CHEMBL121571,P79218,KD,=,223.87,NM
2713894,CHEMBL121571,P51144,KD,=,12.88,NM
2714287,CHEMBL3248386,"P15823, P22909, P43140, P19328, P22086, P23944",KD,=,1023.29,NM
2714288,CHEMBL3248385,"P15823, P22909, P43140, P19328, P22086, P23944",KD,=,309.03,NM
2714294,CHEMBL31836,"P35348, P35368, P25100",KD,=,870.96,NM
2714295,CHEMBL31836,"P23944, P43140, P15823",KD,=,69.18,NM
2714298,CHEMBL31836,"P23944, P43140, P15823",KD,=,398.11,NM
2714299,CHEMBL31836,"P23944, P43140, P15823",KD,=,19.05,NM
2714300,CHEMBL31836,"P23944, P43140, P15823",KD,=,245.47,NM
2714302,CHEMBL31836,"P23944, P43140, P15823",KD,=,1949.84,NM
2714303,CHEMBL31836,"P22909, P19328, P22086",KD,=,28.84,NM
2714304,CHEMBL31836,"P22909, P19328, P22086",KD,=,39.81,NM
2714306,CHEMBL31836,"P22909, P19328, P22086",KD,=,588.84,NM
2714317,CHEMBL31836,"P18825, P08913, P35368, P35348, P25100, P18089",KD,=,316.23,NM
2714318,CHEMBL31836,"P18825, P08913, P18089",KD,=,25.12,NM
2714946,CHEMBL3273606,P70536,KD,=,954.99,NM
2715781,CHEMBL171950,P26684,KD,=,288.4,NM
2715784,CHEMBL171950,P21451,KD,=,363.08,NM
2716080,CHEMBL265939,P04278,KD,=,2187.76,NM
2716246,CHEMBL1258362,"P11274, P00519",KD,=,598.0,NM
2716351,CHEMBL3692191,Q05397,KD,=,14.0,NM
2717758,CHEMBL276864,"P28564, P35563, P31388, P35364, P08909, P28565, P35365, P14842, P19327, P30994, Q62758, P30940, P32305, Q9JJ16",KD,=,11748.98,NM
2718027,CHEMBL2024118,P29274,KD,=,3.16,NM
2718525,CHEMBL79261,P19327,KD,=,0.0832,NM
2718526,CHEMBL79261,P19327,KD,=,0.28800000000000003,NM
2718681,CHEMBL110980,"P49286, P48039",KD,=,4.11e-09,
2718835,CHEMBL1744093,"P23944, P43140, P15823",KD,=,31622.78,NM
2719281,CHEMBL2348217,P13945,KD,>,10000.0,NM
2719284,CHEMBL2348217,P08588,KD,=,26.92,NM
2719285,CHEMBL2348217,P08588,KD,=,91.2,NM
2719289,CHEMBL2348217,P07550,KD,>,10000.0,NM
2720013,CHEMBL376897,Q8VH27,KD,=,0.46799999999999997,NM
2720014,CHEMBL376897,Q8VH26,KD,=,0.617,NM
2720015,CHEMBL376897,Q8VH26,KD,=,0.617,NM
2720016,CHEMBL376897,Q8VH25,KD,=,6.46,NM
2720042,CHEMBL376897,P08173,KD,=,6.46,NM
2720050,CHEMBL376897,P08172,KD,=,0.46799999999999997,NM
2720122,CHEMBL2316890,P00338,KD,=,1900000.0,NM
2720564,CHEMBL469290,P08238,KD,>,100000.0,NM
2720570,CHEMBL436789,P62993,KD,=,200.0,NM
2720590,CHEMBL324078,"P49286, P48039",KD,=,1.2e-07,
2720983,CHEMBL405142,P17931,KD,=,5900000.0,NM
2721550,CHEMBL111215,P47747,KD,=,15135.61,NM
2721768,CHEMBL390297,P14416,KD,=,300.0,NM
2722627,CHEMBL339044,"P50052, P30556",KD,=,1584.89,NM
2723575,CHEMBL2297885,Q9JI35,KD,=,75.86,NM
2724870,CHEMBL95013,"P26684, P21451",KD,=,47.86,NM
2725373,CHEMBL3286899,O43924,KD,=,17.0,NM
2725753,CHEMBL68275,"P50052, P30556",KD,=,3.16,NM
2726780,CHEMBL3640746,P31749,KD,=,3.1,NM
2726786,CHEMBL469046,P33534,KD,=,1659.59,NM
2726787,CHEMBL469046,P32300,KD,=,23.44,NM
2727484,CHEMBL177393,P21554,KD,=,0.794,NM
2727620,CHEMBL290917,"P50052, P30556",KD,=,58.88,NM
2727753,CHEMBL158138,P21554,KD,=,10.0,NM
2728114,CHEMBL1077375,O75116,KD,=,0.0056,NM
2728427,CHEMBL438470,P26684,KD,=,130.0,NM
2728980,CHEMBL2443027,P07900,KD,=,600.0,NM
2728981,CHEMBL342523,P47811,KD,=,9.9,NM
2730235,CHEMBL2079727,Q04609,KD,=,0.5,NM
2730236,CHEMBL2079727,Q04609,KD,=,0.5,NM
2730263,CHEMBL1627822,"Q62986, P06211",KD,=,0.62,NM
2730448,CHEMBL3311144,P21462,KD,=,130.0,NM
2730452,CHEMBL36834,A3EZI9,KD,~,8100.0,NM
2731257,CHEMBL422068,"P26684, P21451",KD,=,20.42,NM
2731342,CHEMBL2112924,P79218,KD,=,6.31,NM
2731553,CHEMBL201945,P35377,KD,=,5.75,NM
2731565,CHEMBL3233048,Q9H3N8,KD,=,125.89,NM
2731857,CHEMBL411612,P42262,KD,=,5600.0,NM
2732087,CHEMBL1081166,P36888,KD,=,510.0,NM
2732887,CHEMBL3669483,O43613,KD,=,623.0,NM
2732888,CHEMBL3669483,O43613,KD,=,1859.0,NM
2733055,CHEMBL2303820,P05230,KD,=,921000.0,NM
2734117,CHEMBL39261,P42345,KD,>,10000000.0,NM
2734296,CHEMBL117270,P18031,KD,=,910000.0,NM
2734303,CHEMBL275935,P16235,KD,=,0.135,NM
2734493,CHEMBL2165615,P35557,KD,=,189.2,NM
2734682,CHEMBL414213,"Q9TU15, P49885",KD,=,3.0,NM
2734910,CHEMBL425148,P04278,KD,=,309.03,NM
2734977,CHEMBL3262938,P28867,KD,=,300.0,NM
2735872,CHEMBL1910764,Q12931,KD,=,5.8,NM
2735873,CHEMBL1910764,P41148,KD,=,30.7,NM
2735879,CHEMBL1910764,P08238,KD,=,2.8,NM
2735880,CHEMBL1910764,P07900,KD,=,3.9,NM
2737749,CHEMBL299250,P31644,KD,=,826.0,NM
2737766,CHEMBL299250,P14867,KD,=,1.2,NM
2738933,CHEMBL413249,"P48974, P30560",KD,=,160.0,NM
2738934,CHEMBL413249,"P48974, P30560",KD,=,240000000000.0,NM
2738935,CHEMBL413249,P48044,KD,=,8.7,NM
2738936,CHEMBL413249,P48044,KD,=,7900000000.0,NM
2738963,CHEMBL265940,P04278,KD,=,831.76,NM
2739148,CHEMBL2407459,P27694,KD,=,92000.0,NM
2739387,CHEMBL2114176,O95622,KD,=,630.96,NM
2739391,CHEMBL2115191,O95622,KD,=,141.25,NM
2740301,CHEMBL511030,P55899,KD,=,2000.0,NM
2740501,CHEMBL188029,Q13526,KD,=,400000.0,NM
2740534,CHEMBL2028983,P30560,KD,=,0.33,NM
2740535,CHEMBL2028983,P30560,KD,=,0.331,NM
2740536,CHEMBL2028983,P30560,KD,=,0.912,NM
2740537,CHEMBL2028983,P30560,KD,=,0.92,NM
2740589,CHEMBL1253726,P47929,KD,=,2000.0,NM
2740590,CHEMBL1253726,P17931,KD,=,150.0,NM
2740591,CHEMBL1253726,O00214,KD,=,20000.0,NM
2740592,CHEMBL1253726,O00182,KD,=,1100.0,NM
2741859,CHEMBL424587,P21731,KD,=,37.3,NM
2742701,CHEMBL2028835,Q28642,KD,=,144.54,NM
2743587,CHEMBL2371092,P00918,KD,=,200.0,NM
2743659,CHEMBL346703,P13631,KD,=,51.0,NM
2743660,CHEMBL346703,P10826,KD,=,14.0,NM
2743661,CHEMBL346703,P10276,KD,=,38.0,NM
2743846,CHEMBL3400825,Q06187,KD,=,6.1,NM
2744599,CHEMBL639,P35367,KD,=,0.2,NM
2744601,CHEMBL639,P35367,KD,=,0.2,NM
2744877,CHEMBL2216758,P62937,KD,=,11.0,NM
2745299,CHEMBL414391,P30969,KD,=,0.24,NM
2746030,CHEMBL3219392,Q00987,KD,=,30000.0,NM
2746038,CHEMBL3286887,O43924,KD,=,870.0,NM
2746070,CHEMBL156886,P00918,KD,=,130.0,NM
2746285,CHEMBL3392321,Q8K4Z4,KD,=,831.76,NM
2746290,CHEMBL3392321,P13945,KD,=,1905.46,NM
2746293,CHEMBL3392321,P08588,KD,=,0.331,NM
2746294,CHEMBL3392321,P08588,KD,=,1.78,NM
2746297,CHEMBL3392321,P07550,KD,=,56.23,NM
2746298,CHEMBL3392321,P07550,KD,=,144.54,NM
2746299,CHEMBL3392321,B0FL73,KD,=,0.9329999999999999,NM
2747980,CHEMBL542075,"P23944, P43140, P15823",KD,=,13.18,NM
2748166,CHEMBL2425110,Q05397,KD,=,719000.0,NM
2748919,CHEMBL310790,P13631,KD,>,30000.0,
2748920,CHEMBL310790,P10826,KD,=,2256.0,
2748921,CHEMBL310790,P10276,KD,=,32.0,
2749255,CHEMBL1380,P02768,KD,=,44000.0,NM
2749356,CHEMBL309819,Q9JI35,KD,=,39.81,NM
2749357,CHEMBL309819,Q9JI35,KD,=,39.81,NM
2751470,CHEMBL1088220,P21554,KD,=,1.58,NM
2751874,CHEMBL294616,P97266,KD,=,577.0,NM
2751876,CHEMBL294616,P97266,KD,=,577.0,NM
2752431,CHEMBL33412,P25102,KD,=,630.96,NM
2753123,CHEMBL515502,P70605,KD,=,1600.0,NM
2753216,CHEMBL253234,P28646,KD,=,12.88,NM
2754531,CHEMBL366558,Q8K4Z4,KD,=,16982.44,NM
2754532,CHEMBL366558,B0FL73,KD,=,1174.9,NM
2754861,CHEMBL1924018,P41597,KD,=,398.11,NM
2754939,CHEMBL2413233,P30542,KD,=,14.13,NM
2755116,CHEMBL410526,P35372,KD,=,0.166,NM
2755350,CHEMBL3577987,P56450,KD,=,100.0,NM
2755353,CHEMBL3577987,P33033,KD,=,1000.0,NM
2755493,CHEMBL2413246,P30542,KD,=,123.03,NM
2755933,CHEMBL160214,P21554,KD,=,3.16,NM
2756450,CHEMBL3606023,P11103,KD,<,10.0,NM
2756453,CHEMBL3606023,P09874,KD,<,30.0,NM
2758211,CHEMBL3261985,P22303,KD,=,57960.0,NM
2758212,CHEMBL3261985,P22303,KD,=,88860.0,NM
